Demographic variable,Response,Count,ees,mw_p,op_p,lm_p,mt_p,ld_p,if_p,rw_p,pb_p,lc_p,HSE_index,PERMA_index,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59,B60,C01_1,C01_2,C01_3,C01_4,D01,D02,D03,E01 [4],E02_01,E02_02,E02_03,E02_04,E02_05,E02_06,E02_07,E02_08,E02_09,E02_10,E02_11,E02_12,E02_13,E02_14,E02_15,E02_16,E02_17,E02_18,E02_19,E02_20,E03 [4],E03A_01,E03A_02,E03A_03,E03A_04,E03A_05,E03A_06,E03A_07,E03A_08,E03A_09,E03A_10,E03A_11,E03A_12,E03A_13,E03A_14,E03A_15,E03A_16,E03A_17,E04_01,E04_02,E04_03,E04_04,E04_05,E04_06,E04_07,E04_08,E04_09,E04_10,E04_11,E04_12,E05,E06_A,E06_B,E06_C,E06_D,W01,W02,W03,W04,J04B,W05,W07,W08
H8B,Communications,688,65.132,73.081,80.959,73.401,82.607,55.124,78.343,72.333,44.186,55.057,29.016,70.813,88.663,78.748,73.508,53.857,70.64,79.767,82.122,74.709,85.465,83.358,68.314,79.215,84.134,73.508,69.287,70.657,45.269,87.209,84.862,75.727,63.808,52.838,55.313,48.692,81.541,83.14,70.742,78.052,67.249,73.799,89.665,73.799,61.808,67.733,44.041,47.82,40.698,72.674,66.958,55.75,61.773,43.314,42.067,64.535,39.971,48.542,69.432,63.848,50.875,58.43,54.876,50.727,34.745,85.756,68.996,69.534,66.86,75.291,60.756,71.387,8.43,14.826,34.884,41.86,88.593,59.435,69.391,11.79,17.5,8.75,16.25,5,18.75,1.25,23.75,6.25,2.5,27.5,11.25,1.25,2.5,6.25,20,8.75,15,12.5,18.75,6.25,13.1,22.222,15.556,28.889,51.111,0,51.111,51.111,35.556,40,43.333,34.444,4.444,4.444,11.111,18.889,12.222,3.333,46.667,12.222,28.889,40,2.222,2.222,1.111,3.333,3.333,1.111,3.333,8.889,46.667,8.989,37.778,67.778,45.238,50.583,55.994,46.647,29.489,57.703,65.698,14.099,76.308
H8B,Counter Fraud,247,58.77,70.729,82.591,67.706,77.328,55.735,74.899,70.04,27.26,46.07,29.802,70.082,85.772,76.829,71.545,48.988,70.445,81.377,83.806,69.231,89.474,82.186,64.372,75.304,78.138,61.633,56.911,64.634,35.223,88.664,76.923,66.397,62.348,55.285,50.813,54.656,77.236,85.02,64.777,72.47,63.158,72.065,78.947,61.789,68.826,75.709,26.721,32.389,22.672,65.182,56.911,48.178,46.341,33.603,27.126,62.041,31.301,44.13,54.656,54.065,48.374,46.341,44.939,36.585,31.579,82.927,65.587,66.802,67.206,74.089,63.821,63.968,8.907,14.17,25.506,51.417,94.737,71.138,64.372,15.789,25.641,7.692,17.949,7.692,23.077,5.128,20.513,0,2.564,30.769,15.385,5.128,0,10.256,12.821,10.256,28.205,15.385,7.692,5.128,14.98,16.216,13.514,35.135,35.135,0,35.135,62.162,27.027,48.649,37.838,18.919,5.405,5.405,18.919,27.027,24.324,0,33.333,13.889,44.444,44.444,8.333,0,0,0,0,0,2.778,0,48.649,21.622,43.243,72.973,33.333,47.154,58.704,48.583,48.178,61.943,61.943,8.907,69.231
H8B,Debt Management,221,56.781,61.041,83.032,71.654,80.392,56.75,75.113,70.437,22.624,47.21,31.477,65.295,73.303,74.661,65.455,33.79,57.466,81.9,84.163,74.661,85.455,79.638,71.493,77.828,77.828,62.896,70.136,70.588,45.909,87.783,83.258,70.136,66.063,51.584,61.818,47.511,81.448,87.33,55.204,76.471,61.086,74.208,79.638,66.968,70,70.588,15.385,36.652,15.837,61.538,61.086,51.584,48.416,36.199,35.294,62.443,24.434,43.891,50.226,55.656,40,47.273,50,40.367,29.091,85.973,59.729,69.545,71.493,82.805,69.091,64.384,10.909,14.091,24.545,50.455,91.284,64.384,62.1,17.195,16.216,24.324,21.622,8.108,13.514,0,16.216,5.405,0,32.432,2.703,0,0,8.108,24.324,8.108,16.216,18.919,16.216,2.703,13.575,16.667,16.667,33.333,36.667,0,43.333,53.333,20,50,26.667,30,16.667,13.333,13.333,20,16.667,0,53.333,0,30,20,0,0,0,0,3.333,3.333,0,10,58.621,20,53.333,73.333,17.647,40.724,43.891,37.557,29.412,45.701,52.941,17.273,71.946
H8B,"Digital, Data and Technology",785,65.274,79.949,77.325,74.42,88.493,60.382,84.204,72.085,41.199,55.607,25.364,72.442,90.191,83.185,79.001,63.185,84.076,76.051,78.699,80.255,91.465,89.031,64.668,82.675,84.586,69.26,68.71,72.797,40.485,91.465,90.064,83.949,64.076,57.673,59.132,60.51,87.643,90.318,77.834,81.019,70.318,68.367,85.696,68.79,66.411,72.866,42.018,46.939,34.694,72.611,65.985,56.138,56.051,39.464,44.586,66.284,43.367,56.505,66.624,69.045,51.847,58.089,53.444,50.319,31.034,91.327,83.185,71.338,70.446,79.618,60.459,74.615,6.513,12.261,37.931,43.295,90.116,60.847,72.423,13.758,15.888,6.542,23.364,11.215,19.626,1.869,26.168,8.411,3.738,15.888,14.019,0.935,2.804,3.738,21.495,12.15,14.019,14.019,12.15,0,9.682,19.737,14.474,21.053,40.789,1.316,44.737,38.158,27.632,39.474,43.421,38.158,2.632,2.632,14.474,17.105,19.737,1.316,59.211,13.158,31.579,28.947,5.263,5.263,0,9.211,1.316,0,2.632,5.263,52.632,17.333,40.789,64,45,51.542,56.314,46.134,32.519,55.584,58.023,10.825,81.538
H8B,Finance,408,65.554,79.191,87.99,76.408,83.374,62.806,83.578,75.319,41.258,61.339,25.64,71.481,88.235,83.784,78.186,62.5,83.333,87.01,88.971,79.657,87.961,87.192,73.464,83.824,86.029,74.693,70.025,76.167,45.588,85.504,83.99,80.59,70.516,58.333,63.145,59.314,85.294,88.48,76.225,84.314,69.608,79.115,88.48,75.245,66.339,72.973,39.951,46.814,37.01,76.471,71.182,63.235,64.373,46.814,48.039,73.775,47.549,60.539,63.145,68.627,50.49,58.578,57.74,54.167,41.278,91.912,77.696,74.02,72.794,84.804,68.627,75.676,5.16,12.776,32.678,49.386,91.4,63.882,75.616,9.314,34.211,13.158,21.053,10.526,28.947,2.632,34.211,0,5.263,15.789,2.632,0,7.895,5.263,26.316,13.158,7.895,10.526,7.895,2.632,11.275,8.696,8.696,26.087,41.304,2.174,39.13,52.174,28.261,36.957,30.435,26.087,0,0,6.522,17.391,6.522,0,35.556,11.111,33.333,26.667,4.444,0,2.222,2.222,0,0,2.222,6.667,28.889,18.182,45.455,55.556,23.077,56.863,60.099,51.225,36.52,60.539,70.343,13.725,77.206
H8B,Grants Management,46,62.283,70.725,69.565,68.068,84.058,49.457,78.804,75,50.725,56.431,27.5,69.659,78.261,71.739,78.261,55.556,71.111,67.391,71.739,67.391,82.609,82.609,57.778,78.261,80.435,65.217,64.444,67.391,34.783,91.304,84.783,76.087,60.87,45.652,45.652,45.652,80.435,86.957,69.565,78.261,71.739,80.435,86.957,78.261,60.87,71.739,54.348,52.174,45.652,69.565,60,58.696,60.87,41.304,50,69.565,41.304,56.522,60.87,71.739,52.174,47.826,45.652,47.826,43.478,89.13,65.217,68.889,62.222,71.111,69.565,60.87,6.522,15.217,36.957,41.304,93.182,77.273,76.744,15.217,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],10.87,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],45.455,47.727,40.909,25,52.174,63.043,15.556,73.913
H8B,HR,597,65.211,78.585,80.905,75.154,85.427,60.26,80.276,72.328,43.83,55.864,27.148,72.286,86.935,80.872,79.564,63.025,82.412,78.727,83.082,77.722,86.074,86.723,73.367,81.407,85.427,72.773,68.844,74.372,44.966,86.767,86.767,82.747,67.002,55.201,60.235,58.557,84.422,87.27,73.826,75.544,69.012,74.664,88.423,73.702,59.732,68.509,42.379,50.586,38.526,72.362,61.809,55.779,57.621,42.617,42.282,68.342,46.734,55.276,70.47,65.829,52.517,58.487,57.119,55.276,39.496,86.6,76.342,72.027,72.864,79.899,73.032,71.886,7.953,17.597,35.364,39.086,92.157,72.371,75.806,11.725,28.571,10,30,24.286,31.429,4.286,37.143,12.857,0,24.286,5.714,1.429,2.857,7.143,15.714,18.571,21.429,12.857,11.429,1.429,15.243,19.78,12.088,32.967,52.747,10.989,46.154,61.538,41.758,40.659,50.549,42.857,5.495,1.099,8.791,7.692,9.89,3.297,46.154,26.374,34.066,38.462,5.495,4.396,2.198,4.396,2.198,1.099,2.198,2.198,48.352,21.111,42.222,73.626,22.727,56.303,61.849,52.605,35.966,62.185,64.815,11.597,81.208
H8B,Internal Audit,54,61.296,69.259,76.852,65.37,74.691,61.574,77.315,69.136,41.358,51.646,28.241,69.074,87.037,74.074,68.519,46.296,70.37,74.074,79.63,66.667,87.037,75.926,61.111,72.222,77.778,62.264,50,57.407,42.593,77.778,75.926,70.37,68.519,50,66.038,61.111,83.333,87.037,75.926,62.963,61.111,72.222,87.037,57.407,61.111,75.926,40.741,48.148,35.185,72.222,59.259,57.407,59.259,37.037,31.481,68.519,35.185,44.444,66.667,57.407,51.852,51.852,48.148,44.444,37.037,85.185,62.963,59.259,59.259,70.37,70.37,70.37,11.321,11.321,22.642,54.717,88.462,65.385,52.941,20.37,36.364,9.091,36.364,0,0,0,18.182,0,9.091,9.091,9.091,0,0,0,18.182,18.182,18.182,27.273,45.455,0,14.815,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],48.148,59.259,57.407,31.481,59.259,59.259,12.963,75.926
H8B,International Trade,149,64.899,76.711,82.886,71.946,82.103,60.738,80.537,69.463,30.425,55.097,27.978,72.993,89.262,83.673,81.208,55.405,73.826,81.208,84.564,75.168,83.673,81.879,69.128,75.839,81.208,72.483,69.128,68.456,42.568,83.893,82.55,79.866,65.101,59.732,55.034,63.087,81.879,85.906,73.154,81.208,63.087,75.168,83.893,69.128,59.732,65.772,30.872,36.913,23.49,72.483,67.785,50,61.074,43.243,36.242,64.43,46.98,53.691,71.141,71.141,47.651,60.403,57.718,52.349,35.135,89.933,69.799,71.812,64.43,81.208,58.389,71.812,6.081,18.243,39.189,36.486,87.838,62.838,68.027,18.121,33.333,7.407,18.519,14.815,29.63,3.704,33.333,7.407,0,18.519,0,3.704,0,3.704,14.815,11.111,3.704,11.111,11.111,0,16.779,8,20,28,40,0,36,24,20,44,48,32,0,4,8,8,24,0,40,16,32,12,0,16,4,0,4,4,8,4,32,32,60,52,[c],62.162,63.265,54.73,35.135,64.189,64.865,8.108,79.054
H8B,Knowledge and Information Management,218,63.601,75.183,80.275,71.654,80.734,53.096,80.313,74.518,37.156,50.275,29.191,69.724,88.073,83.945,75.115,55.046,73.853,75.229,85.253,73.853,89.767,79.263,63.761,76.147,80.734,72.811,70.046,72.018,38.073,85.78,83.486,72.936,63.761,52.535,52.294,44.037,83.41,88.018,73.853,76.147,73.394,77.88,87.558,74.074,64.516,69.725,34.404,44.037,33.028,67.742,61.751,52.778,56.221,37.788,30.876,64.815,36.574,44.24,61.468,65.596,48.624,56.881,50.917,42.661,29.358,92.202,69.585,67.281,61.009,73.853,52.294,68.349,4.587,12.844,34.862,47.706,88.372,61.395,67.606,11.468,12,0,24,16,20,4,40,0,0,16,16,0,0,4,12,8,16,20,16,8,14.679,18.75,6.25,25,18.75,0,43.75,34.375,21.875,37.5,40.625,28.125,6.25,3.125,6.25,12.5,21.875,0,46.875,15.625,31.25,28.125,0,0,0,0,0,0,0,0,43.75,12.903,41.935,62.5,21.429,44.495,52.752,43.119,32.258,53.67,56.221,12.844,72.936
H8B,Legal,562,64.822,77.544,81.851,72.993,79.715,60.913,79.508,71.601,27.402,53.986,27.728,72.93,90.731,83.244,81.475,57.041,75.267,80.605,83.096,75.623,85.231,85.536,66.964,81.139,83.601,71.864,69.767,73.619,36.25,86.988,81.851,70.232,67.26,60.536,59.893,55.872,83.957,86.477,70.996,76.827,71.708,78.114,88.948,68.929,56.684,65.062,27.046,31.317,23.843,73.488,67.914,54.902,59.286,41.815,35.765,63.75,37.968,50.98,70.107,65.597,56.228,56.406,53.559,53.381,37.189,89.68,64.413,72.906,70.107,75.445,53.214,74.061,5.882,11.943,33.155,49.02,92.832,64.632,72.973,11.408,18.75,10.938,29.688,9.375,20.313,3.125,31.25,4.688,3.125,23.438,17.188,3.125,3.125,4.688,12.5,3.125,14.063,17.188,18.75,4.688,9.964,16.071,5.357,26.786,33.929,1.786,37.5,35.714,17.857,39.286,30.357,25,3.571,5.357,5.357,16.071,5.357,5.357,39.286,14.286,19.643,28.571,0,0,0,0,1.786,3.571,0,17.857,33.929,12.5,33.929,69.643,42.105,54.693,61.191,50.452,35.56,62.567,70.41,7.665,75.936
H8B,Operational Delivery,4990,61.178,69.691,82.872,70.372,79.976,55.858,75.077,71.366,34.817,49.644,30.657,70.418,85.689,77.921,73.916,47.581,63.325,81.76,83.998,72.439,83.517,80.024,67.945,75.792,79.703,67.824,65.52,67.953,42.935,86.425,82.229,71.285,63.811,52.91,57.614,49.027,77.882,84.3,64.691,73.451,65.584,75.878,85.591,69.611,62.485,69.013,32.685,41.232,30.519,65.651,59.563,51.759,51.376,37.721,37.144,61.406,34.096,48.073,59.759,58.795,51.507,52.721,50.632,44.973,35.22,86.62,64.158,68.334,69.444,76.184,61.296,65.317,9.614,12.772,26.368,51.247,91.328,69.391,67.479,16.857,16.21,12.157,24.076,9.058,15.495,2.265,21.931,3.099,3.337,25.864,8.82,1.788,2.741,6.436,24.076,6.555,18.117,19.19,15.375,5.364,14.237,16.525,11.158,35.876,35.028,1.13,42.09,46.186,24.294,41.525,40.395,24.011,6.497,5.508,15.113,21.751,18.079,1.695,49.014,9.296,31.831,30.141,6.056,1.268,1.127,0.845,5.352,3.099,2.676,7.042,43.724,14.265,43.59,67.521,43.548,52.522,57.567,49.605,38.578,57.042,60.676,11.377,73.139
H8B,Policy,2037,66.517,79.892,81.37,74.845,85.485,58.333,83.194,69.869,43.234,59.754,26.523,72.702,91.552,83.898,77.838,63.31,82.809,78.891,83.849,78.575,88.856,88.894,67.224,83.554,86.346,71.709,69.159,75.835,38.219,89.533,86.627,80.295,60.825,49.066,69.828,53.468,87.776,90.619,78.203,76.19,71.085,70.545,86.1,76.878,53.563,61.021,45.361,47.151,37.23,80.777,73.563,53.96,67.273,42.927,41.916,72.383,46.611,58.35,71.576,71.695,54.126,59.086,55.354,59.98,38.545,88.409,75.295,74.127,72.039,76.817,68.664,77.893,6.545,18.455,43.996,31.004,97.081,61.622,70.579,9.769,23.116,6.03,22.111,17.085,25.126,3.015,39.196,5.025,3.518,18.593,3.015,1.005,3.015,5.528,14.07,17.085,9.548,9.045,13.568,4.02,10.02,12.745,10.784,16.667,34.314,2.941,43.137,55.392,45.098,38.725,40.196,34.314,3.431,0.98,8.824,14.706,14.216,0.98,32.353,18.137,35.294,30.882,2.941,10.784,3.431,2.451,0.98,0.49,2.941,3.922,38.424,13.065,48.768,65.025,43.59,51.826,58.745,49.481,29.906,57.706,67.618,8.674,80.62
H8B,Project Delivery,1038,65.895,78.08,83.382,73.973,84.104,63.332,82.057,71.663,41.073,58.617,27.254,71.901,87.572,80.833,76.647,62.006,83.221,82.852,83.896,75.145,88.417,87.934,69.112,79.846,85.453,72.973,68.732,71.842,40.077,86.293,85.521,80.539,68.467,57.722,65.121,62.006,85.645,87.464,74.783,80.25,67.599,70.56,85.824,74.06,62.392,69.557,41.329,47.399,34.426,76.278,69.913,58.567,61.969,41.602,44.595,73.288,45.56,55.491,70.039,69.238,55.063,58.205,57.088,57.046,42.085,89.114,76.085,74.903,70.617,80.154,67.795,76.181,7.04,12.054,38.091,42.816,92.217,66.01,72.206,12.042,21.6,5.6,16.8,8,25.6,2.4,35.2,5.6,1.6,20.8,8,3.2,0,6.4,16.8,11.2,13.6,12,19.2,4.8,11.765,13.115,4.918,25.41,40.984,0,37.705,54.918,34.426,36.066,32.787,36.066,5.738,5.738,10.656,16.393,19.672,0.82,40.164,10.656,38.525,26.23,6.557,4.098,0.82,4.918,1.639,0,4.098,4.098,40.984,10,40.496,67.769,38,54.704,60.853,53.152,37.597,61.992,65.731,9.012,78.647
H8B,Property,125,64.274,77.44,87.6,71.407,79.2,64.2,78.2,75.627,47.467,54.4,27.996,72.16,89.6,87.2,74.4,55.2,80.8,86.4,88.8,73.6,87.2,79.839,70.4,79.2,76,69.355,65.854,72,41.935,87.2,79.032,71.2,67.2,65.6,64,60,80.8,84.553,67.742,80,71.2,76,90.4,72.8,65.041,78.4,48.8,52.8,40.8,71.2,65.6,59.677,58.4,44.8,37.6,68.8,35.2,48.8,69.6,69.6,53.226,55.2,57.6,52,32.258,89.6,61.6,65.6,61.789,81.6,56.8,73.387,4.8,11.2,19.2,64.8,85.484,61.29,75.806,14.4,29.412,5.882,11.765,17.647,11.765,11.765,17.647,5.882,5.882,11.765,11.765,5.882,0,0,0,5.882,17.647,5.882,11.765,17.647,15.2,10.526,5.263,26.316,47.368,0,36.842,36.842,21.053,42.105,15.789,26.316,5.263,0,5.263,15.789,0,10.526,42.105,21.053,42.105,26.316,5.263,15.789,15.789,5.263,10.526,0,0,5.263,36.842,10.526,21.053,57.895,[c],61.6,63.2,60.484,47.2,64.8,65.6,6.4,77.6
H8B,Security,276,66.389,71.92,83.514,66.651,75.121,59.42,74.638,72.621,40.217,51.49,30.884,71.654,88.406,74.909,77.536,55.474,63.043,81.884,85.145,66.545,74.638,74.545,63.504,71.739,76.812,67.754,64.964,68,38.406,81.159,75.362,68.841,60.87,55.273,61.957,59.783,78.623,81.522,65.934,72.464,69.203,75.725,87.636,65.818,69.565,67.754,39.855,43.116,37.681,62.319,59.783,52,54.182,41.304,38.768,65.568,43.066,46.35,72.263,66.909,56.934,56.522,52.19,44,32,86.594,59.783,63.139,68.727,71.739,52.174,58.672,7.299,8.029,24.818,59.854,77.947,55.725,61.977,20.438,19.643,3.571,10.714,12.5,30.357,7.143,23.214,10.714,1.786,8.929,10.714,3.571,3.571,7.143,21.429,8.929,10.714,17.857,21.429,8.929,16.304,28.889,20,40,51.111,4.444,46.667,46.667,17.778,33.333,35.556,22.222,4.444,4.444,6.667,15.556,11.111,4.444,51.111,17.778,17.778,22.222,6.667,2.222,2.222,6.667,4.444,4.444,2.222,6.667,53.333,17.778,33.333,73.333,29.167,59.926,62.868,56.41,46.154,70.545,71.377,8.759,68
H8B,Science and Engineering,389,62.215,79.229,75.578,69.734,81.234,58.483,79.832,68.972,35.133,48.3,29.215,70.22,92.268,81.491,80.463,60.052,81.748,73.008,78.149,71.907,86.082,84.319,62.468,77.892,80.463,65.891,63.307,70.694,33.933,85.347,83.033,75.321,63.66,56.555,57.069,56.812,82.732,87.855,72.351,76.546,67.866,69.845,85.861,64.524,59.278,66.324,37.018,42.159,26.221,67.095,62.725,49.1,51.671,28.866,29.306,59.794,35.733,50.129,66.581,63.753,52.972,53.093,48.586,41.645,31.362,91.003,72.751,72.938,69.152,73.008,48.072,64.599,7.474,14.433,33.505,44.588,85.637,50.136,63.514,15.424,30,10,18.333,11.667,33.333,6.667,28.333,5,3.333,18.333,8.333,1.667,3.333,3.333,13.333,8.333,13.333,20,13.333,1.667,11.568,24.444,4.444,31.111,42.222,2.222,51.111,44.444,24.444,40,33.333,33.333,2.222,2.222,2.222,22.222,22.222,4.444,56.818,22.727,25,25,4.545,6.818,2.273,6.818,0,2.273,0,2.273,31.111,11.364,40.909,59.091,14.286,46.392,49.871,46.134,32.99,55.928,66.237,12.371,76.031
H09_1,Civil Service Fast Stream,496,63.195,75.323,79.234,73.58,84.274,65.323,82.863,70.114,38.575,59.868,27.13,69.807,86.895,79.435,74.545,57.258,78.427,76.21,82.258,79.032,85.657,87.702,68.145,85.282,84.073,70.101,67.137,72.581,35.976,88.306,85.081,79.435,68.548,59.432,72.727,60.404,88.508,89.919,77.621,75.403,70.766,66.935,80.162,75.202,62.702,64.919,38.71,43.232,33.939,77.218,73.992,56.653,67.611,44.355,45.657,69.96,45.363,58.065,71.371,70.505,39.798,58.669,59.192,59.798,28.659,89.697,77.733,73.333,68.485,74.343,77.823,79.394,7.692,24.696,45.142,22.47,92.323,47.677,70.588,11.29,37.5,12.5,32.143,37.5,32.143,1.786,28.571,23.214,1.786,17.857,3.571,0,3.571,10.714,16.071,25,10.714,7.143,8.929,3.571,10.282,35.294,23.529,47.059,56.863,23.529,68.627,66.667,47.059,50.98,50.98,54.902,3.922,0,13.725,13.725,11.765,0,47.059,27.451,47.059,25.49,0,17.647,0,7.843,1.961,5.882,1.961,0,39.216,11.765,39.216,60.784,25,47.071,54.251,44.444,24.798,55.04,70.161,13.306,76.613
H09_2,Apprenticeship Scheme,658,66.47,70.517,84.422,77.281,81.358,71.872,81.649,73.652,43.009,58.352,27.574,68.83,84.802,76.865,73.13,49.392,68.237,84.195,84.65,81.307,88.754,85.693,72.603,83.105,84.954,76.14,76.3,77.896,45.897,86.018,83.079,74.924,75.38,67.629,75.19,69.301,85.714,88.906,70.624,81.307,68.845,75.988,82.371,76.256,65.502,72.948,39.21,51.976,37.842,74.164,69.665,61.28,62.348,46.271,48.784,68.598,39.514,54.711,68.541,74.543,52.359,61.796,61.339,51.672,35.41,88.754,70.732,74.848,70.624,82.827,64.688,74.39,5.793,13.11,29.116,51.982,92.355,60.916,75.651,15.198,25,10,31,17,23,2,35,14,2,25,5,2,4,8,17,13,16,14,19,2,12.918,34.118,22.353,51.765,56.471,14.118,58.824,52.941,37.647,45.882,52.941,32.941,7.059,3.529,18.824,27.059,16.471,1.176,64.706,18.824,38.824,35.294,0,2.353,2.353,5.882,7.059,4.706,1.176,2.353,43.529,17.647,50.588,70.588,37.838,47.184,51.294,41.4,29.833,49.924,56.621,15.677,76.444
H09_3,Future Leaders Scheme,175,65.78,79.771,81.429,74.578,85.905,69.714,81.857,67.943,41.333,58.429,27.348,73.14,88.506,80,80,68.571,81.714,81.143,81.714,77.143,82.857,84.884,72.571,81.714,80,69.143,69.143,74.286,54.857,89.143,85.143,83.429,70.286,66.857,70.286,71.429,82.857,86.857,78.736,78.857,70.857,72.414,90.805,69.143,50.575,53.714,43.429,45.143,35.429,72,66.857,52.571,56.571,41.714,49.143,72.571,54.857,59.77,73.563,68.966,58.621,63.218,61.143,64.571,52.571,86.857,78.161,73.714,74.286,79.885,78.857,70.286,6.322,16.667,37.931,39.08,94.186,79.07,66.86,12.571,45.455,13.636,36.364,40.909,59.091,4.545,50,36.364,0,4.545,4.545,0,0,9.091,13.636,31.818,4.545,9.091,4.545,4.545,13.143,52.174,43.478,52.174,73.913,34.783,65.217,69.565,47.826,39.13,56.522,52.174,0,0,4.348,0,13.043,0,52.174,30.435,47.826,60.87,13.043,13.043,4.348,13.043,4.348,0,0,0,17.391,4.348,30.435,78.261,[c],57.225,63.218,56.897,35.057,66.286,68.571,15.429,80.571
H09_4,Senior Leaders Scheme,44,63.256,66.818,69.318,66.591,71.212,61.364,66.477,55.303,32.576,59.596,36.222,64.091,70.455,70.455,70.455,63.636,59.091,68.182,70.455,65.909,68.182,75,65.909,72.727,70.455,63.636,63.636,65.909,54.545,72.727,70.455,70.455,63.636,59.091,59.091,63.636,70.455,68.182,59.091,68.182,65.909,59.091,70.455,59.091,38.636,38.636,34.091,34.091,29.545,63.636,61.364,54.545,61.364,54.545,52.273,63.636,61.364,63.636,61.364,63.636,60.465,56.818,63.636,59.091,52.273,70.455,68.182,65.909,61.364,70.455,65.909,70.455,9.091,6.818,25,59.091,72.5,58.537,63.415,36.364,56.25,18.75,62.5,68.75,62.5,6.25,62.5,50,6.25,6.25,6.25,6.25,12.5,18.75,6.25,43.75,12.5,12.5,12.5,0,22.727,80,70,100,90,80,90,90,80,80,90,80,0,0,10,0,0,0,80,50,90,80,10,10,0,20,0,0,0,0,20,10,10,90,[c],59.091,59.091,52.273,44.186,63.636,63.636,25,63.636
H09_5,High Potential Development Scheme,42,63.929,75.714,78.571,68.148,80.952,64.881,71.429,59.921,37.302,50.529,32.961,68.452,85.714,71.429,80.952,64.286,76.19,76.19,80.952,76.19,73.81,82.927,64.286,76.19,76.19,64.286,64.286,63.415,40.476,83.333,83.333,76.19,66.667,61.905,69.048,61.905,78.571,78.571,64.286,64.286,61.905,61.905,78.571,59.524,50,47.619,35.714,40.476,35.714,76.19,59.524,47.619,57.143,26.19,23.81,64.286,40.476,59.524,73.81,71.429,64.286,54.762,47.619,52.381,42.857,80.952,69.048,64.286,66.667,78.571,69.048,63.415,9.524,7.143,45.238,38.095,88.095,66.667,60.976,33.333,35.714,7.143,28.571,35.714,50,0,64.286,35.714,7.143,7.143,14.286,0,0,7.143,7.143,21.429,14.286,0,28.571,0,23.81,60,50,60,80,40,60,60,50,60,50,50,0,0,0,20,20,0,50,40,50,70,10,0,0,0,0,0,0,0,30,10,50,80,[c],50,59.524,50,33.333,52.381,52.381,23.81,69.048
H09_6,Individual Development Programme,93,75.43,81.72,86.559,80.86,90.323,79.032,87.634,78.315,48.387,72.043,21.505,77.258,93.548,79.348,83.871,73.118,78.495,87.097,86.022,83.871,89.247,92.473,82.796,87.097,84.946,75.269,75,78.261,58.696,92.473,90.323,88.043,78.495,78.261,80.645,78.495,89.247,92.473,83.516,84.946,78.495,84.946,94.624,78.495,62.366,70.968,49.462,56.989,38.71,81.72,80.645,72.043,73.118,64.516,65.591,80.645,61.29,68.817,80.645,83.871,72.043,77.419,74.194,66.667,48.387,89.247,79.57,78.495,80.645,88.172,73.118,79.348,5.376,4.301,26.882,63.441,92.391,73.913,83.516,11.828,9.091,18.182,9.091,36.364,18.182,0,27.273,9.091,0,18.182,9.091,0,0,0,18.182,9.091,0,18.182,18.182,0,7.527,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],60.215,72.043,64.516,38.71,72.043,72.043,8.602,81.72
H09_7,Positive Action Pathway,170,62.5,70.667,80.882,71.007,80.392,68.529,76.324,69.608,37.451,52.81,32.541,68.639,82.941,73.529,70.588,53.254,73.373,81.176,80.588,75.294,82.353,82.941,67.456,77.059,79.412,71.176,69.231,68.047,37.059,84.615,82.353,74.706,67.059,74.118,61.765,71.176,78.824,82.941,71.176,72.781,69.412,67.059,88.235,68.824,55.294,68.824,37.059,41.765,33.529,74.118,60.355,52.353,55.882,37.87,43.529,58.58,38.462,54.706,67.059,63.529,51.765,55.882,50.588,49.112,35.294,84.118,71.176,65.294,58.235,72.781,71.765,67.647,11.176,16.471,32.353,40,92.857,60.479,61.677,25.294,23.256,11.628,30.233,13.953,30.233,6.977,25.581,9.302,0,25.581,9.302,0,6.977,11.628,16.279,13.953,9.302,23.256,11.628,4.651,22.941,31.579,21.053,39.474,50,7.895,44.737,50,47.368,47.368,44.737,36.842,5.263,7.895,10.526,15.789,15.789,0,41.026,20.513,41.026,30.769,7.692,10.256,2.564,7.692,2.564,5.128,2.564,2.564,41.026,2.564,48.718,66.667,43.75,47.647,54.706,44.706,27.059,55.294,64.706,15.476,74.118
