"Demographic variable [1, 5, 6]",Response,Count,ees [2],mw_p [3],op_p [3],lm_p [3],mt_p [3],ld_p [3],if_p [3],rw_p [3],pb_p [3],lc_p [3],HSE_index,PERMA_index,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59,B60,C01_1,C01_2,C01_3,C01_4,D01,D02,D03,E01 [4],E02_01,E02_02,E02_03,E02_04,E02_05,E02_06,E02_07,E02_08,E02_09,E02_10,E02_11,E02_12,E02_13,E02_14,E02_15,E02_16,E02_17,E02_18,E02_19,E02_20,E03 [4],E03A_01,E03A_02,E03A_03,E03A_04,E03A_05,E03A_06,E03A_07,E03A_08,E03A_09,E03A_10,E03A_11,E03A_12,E03A_13,E03A_14,E03A_15,E03A_16,E03A_17,E04_01,E04_02,E04_03,E04_04,E04_05,E04_06,E04_07,E04_08,E04_09,E04_10,E04_11,E04_12,E05,E06_A,E06_B,E06_C,E06_D,W01,W02,W03,W04,J04B,W05,W07,W08
H02,10 years or more,48148,60.629,74.486,82.296,69.051,81.097,49.445,76.467,74.686,29.955,46.397,29.608,73.216,89.156,84.335,78.967,53.001,66.924,80.699,83.89,69.999,83.169,78.646,67.056,73.996,79.23,67.812,61.165,66.504,42.785,86.887,83.105,73.3,66.242,44.892,47.609,38.966,77.962,85.862,65.96,76.021,69.406,79.355,88.39,70.587,66.153,74.204,28.347,36.219,25.291,60.457,56.928,50.226,46.505,36.711,29.722,60.444,33.215,43.333,56.157,50.713,56.66,49.495,45.904,43.297,36.705,89.091,62.924,64.097,66.69,77.649,57.52,64.476,7.223,9.39,21.281,62.107,92.037,74.864,70.63,10.669,15.146,15.067,17.237,9.42,9.146,0.117,18.468,2.795,1.133,13.309,12.761,0.645,2.423,1.974,0.489,3.303,19.289,23.783,20.266,8.677,8.54,7.997,2.079,25.287,34.85,0.709,34.116,39.692,20.372,41.233,34.507,19.687,3.008,5.209,7.924,11.641,17.657,4.402,39.576,6.777,32.627,28.758,4.017,1.01,1.183,1.158,2.095,1.577,3.228,10.67,38.541,12.092,34.378,64.212,38.092,59.264,67.896,57.97,45.663,69.457,68.682,5.135,74.027
H03,Less than 1 year,28424,72.554,80.476,84.938,77.989,86.351,65.35,88.746,79.312,51.683,66.313,21.953,77.161,94.16,84.04,83.628,63.446,77.093,82.877,86.997,83.202,88.757,86.402,75.806,87.923,86.383,74.697,76.017,76.714,43.882,90.823,87.618,80.63,73.08,61.684,69.41,57.134,92.247,93.46,82.334,86.932,76.491,79.816,87.239,79.666,73.856,78.75,52.65,55.838,46.568,80.729,77.277,67.893,74.528,56.557,49.846,78.346,50.445,60.961,81.657,80.505,50.73,72.481,70.499,64.958,27.528,93.627,76.591,80.14,76.095,86.185,56.807,85.315,2.57,9.248,35.254,52.928,83.626,56.096,82.616,3.761,19.079,8.365,9.774,20.583,20.019,0,25.564,4.135,1.222,8.553,7.049,1.974,4.605,3.289,0.376,8.553,9.868,12.03,18.985,6.955,3.821,12.188,6.002,21.791,40.074,0.831,41.182,47.091,23.176,33.426,32.872,22.438,2.678,3.693,6.556,8.957,14.681,1.939,44.074,10.648,27.963,17.87,3.704,8.981,1.852,3.889,2.13,0.463,2.315,6.481,45.799,23.142,51.855,46.797,22.424,66.727,73.345,62.894,45.498,75.935,76.373,5.197,79.827
H03,1 year but less than 3 years,44850,67.016,75.956,82.996,74.524,82.961,60.676,82.34,75.828,40.955,58.533,26.494,73.629,90.334,80.608,77.793,57.594,73.414,81.356,84.639,77.03,87.367,84.961,69.481,81.63,84.592,71.646,71.468,74.315,42.708,87.963,84.424,76.505,67.34,58.29,62.118,54.949,85.767,89.484,73.174,80.928,71.664,78.61,88.694,76.285,66.523,73.172,40.261,47.259,35.355,74.708,69.44,59.142,63.523,46.172,45.318,71.659,42.519,54.369,72.851,71.881,50.309,61.524,58.644,53.382,37.626,91.684,71.608,75.901,71.759,81.724,60.209,75.351,5.494,13.564,34.021,46.921,86.995,57.479,74.67,8.165,19.029,10.611,12.01,18.892,18.673,0.137,27.447,4.168,1.673,11.9,7.376,1.426,4.332,3.427,0.603,6.965,12.613,13.874,18.974,6.882,8.324,12.829,6.388,26.329,40.15,0.939,40.794,47.397,23.296,36.125,33.038,26.087,2.576,3.892,8.722,10.279,13.929,2.013,43.713,11.441,30.221,24.15,3.13,1.943,1.295,2.24,1.322,1.052,2.536,8.797,45.91,19.619,49.34,55.322,27.801,60.038,67.063,57.145,43.653,69.976,72.65,5.646,78.109
H03,3 years but less than 5 years,29533,64.791,75.975,82.587,73.161,82.629,59.148,79.968,74.635,37.956,54.536,27.79,73.025,89.414,82.02,77.326,57.621,73.411,81.175,83.993,75.44,86.436,83.991,69.096,79.301,82.529,70.524,69.062,72.008,43.167,87.214,84.018,76.661,67.139,54.602,60.643,54.207,82.383,87.797,70.944,78.726,71.289,77.917,88.75,75.087,63.969,70.769,37.199,44.595,32.082,70.796,64.983,55.401,57.784,41.572,41.278,67.519,39.639,51.815,67.368,67.077,51.675,56.819,54.202,50.188,40.116,90.653,70.126,73.922,70.073,80.518,64.322,71.546,5.869,12.699,31.762,49.671,89.973,64.215,72.282,10.253,17.7,12.529,12.297,15.976,16.308,0.099,24.826,4.11,1.525,14.518,8.585,3.116,3.613,3.116,0.729,5.834,15.877,17.236,18.661,7.789,8.804,12.495,5.746,28.153,39.607,1.234,40.185,45.584,26.649,39.105,35.364,26.919,3.702,5.283,10.027,12.881,14.462,2.854,41.957,11.292,32.56,26.991,4.022,1.547,0.967,1.933,1.856,1.199,2.282,8.623,43.861,16.127,42.708,60.58,36.155,58.709,65.911,56.842,43.491,68.714,71.08,5.861,77.12
H03,5 years but less than 10 years,28573,63.915,77.517,82.608,72.546,82.898,56.93,78.985,73.835,35.545,52.619,28.029,73.353,90.356,83.428,78.667,59.519,75.565,81.03,84.169,74.468,86.684,83.904,68.688,78.382,81.977,70.343,67.262,70.532,43.135,86.778,84.282,77.644,65.503,51.829,57.346,53.049,81.584,86.916,69.79,77.632,70.942,78.269,89.062,72.587,62.349,69.79,35.093,42.194,29.371,69.254,63.254,53.777,55.872,38.518,37.517,65.742,38.82,50.772,66.18,63.153,54.215,54.398,51.74,50.637,40.53,90.041,70.719,71.36,69.478,78.941,60.002,69.934,6.032,11.206,30.608,52.153,91.862,69.078,71.966,10.594,16.518,13.704,12.479,13.141,14.465,0.033,24.694,4.071,1.655,13.141,10.99,3.542,3.509,3.145,0.794,5.561,16.12,19.1,20.324,7.779,8.805,10.22,3.992,28.144,41.238,0.559,39.002,46.028,26.866,40.08,36.088,29.062,3.353,5.15,10.259,12.535,15.848,2.275,40.656,11.084,33.173,27.531,5.402,1.721,1.24,1.761,2.281,1.04,2.721,8.243,42.4,14.199,38.998,61.579,33.617,59.66,66.925,57.702,44.444,70.017,71.892,5.462,76.584
H03,10 years or more,131384,63.518,79.523,85.833,72.975,85.099,56.66,80.774,75.573,35.289,52.082,27.253,74.472,91.181,86.958,81.621,61.863,75.984,84.403,87.264,74.368,86.722,83.524,70.99,78.765,82.411,70.885,65.726,70.876,45.417,89.214,86.613,79.483,69.571,50.712,57.227,49.124,82.646,88.631,72.057,79.742,72.763,80.483,88.353,73.222,65.304,73.308,34.505,42.045,29.331,67.814,63.352,54.916,53.687,39.032,34.054,66.56,39.391,49.966,61.224,57.062,61.647,53.872,50.634,50.224,42.214,90.895,70.594,69.749,71.432,81.761,62.397,70.548,5.48,8.297,22.399,63.824,94.744,77.415,74.335,9.405,14.636,15.107,15.253,9.197,10.837,0.114,20.432,2.492,1.266,12.395,10.91,1.055,2.297,2.216,0.568,4.059,19.425,22.047,20.627,8.004,7.889,7.698,2.179,24.564,36.813,0.542,35.738,41.702,23.093,37.936,35.893,22.783,2.508,4.318,7.552,10.699,16.615,3.563,38.458,8.644,32.303,27.548,6.447,1.352,1.147,1.215,1.945,1.254,2.859,9.481,40.629,14.951,39.885,61.055,34.627,60.367,69.11,58.754,46.77,70.171,69.438,4.79,77.783
H04,Less than 1 year,21923,74.423,80.393,86.212,78.634,86.218,67.713,89.429,80.953,52.859,66.625,21.363,77.668,94.326,83.646,84.462,63.562,75.939,84.346,88.079,83.328,88.419,85.67,76.81,88.091,86.424,75.154,77.141,77.655,47.552,90.904,87.79,79.972,75.249,63.765,70.571,61.182,92.6,93.896,82.405,88.812,77.901,81.858,88.152,80.607,76.483,80.646,53.674,56.992,47.923,79.616,77.456,69.116,74.749,57.765,51.533,78.292,50.252,60.691,83.858,82.869,55.963,75.234,72.978,63.943,27.583,94.056,76.017,81.7,77.794,88.017,47.895,84.721,1.802,7.182,30.741,60.274,78.772,52.306,83.243,3.128,19.118,6.176,9.265,16.618,20,0.147,22.353,3.529,1.912,9.118,7.5,1.471,3.824,3.824,0.147,6.471,9.706,10.588,23.824,7.206,3.16,15.318,8.815,24.133,38.15,1.156,41.763,42.775,17.052,31.647,31.936,18.064,2.601,2.746,7.514,10.26,15.318,1.734,52.54,11.176,26.27,19.303,2.467,1.887,2.032,4.354,3.048,0.871,1.742,6.386,47.033,25.258,50.655,46.512,20.615,67.989,74.203,64.116,47.723,77.548,77.4,5.081,79.522
H04,1 year but less than 3 years,36336,67.807,75.155,82.598,74.581,82.314,60.989,82.702,76.38,39.959,58.2,26.331,73.635,90.243,79.794,77.726,55.987,71.992,80.783,84.411,77.295,87.222,84.608,69.21,82.095,84.837,71.769,71.991,74.426,42.292,87.681,83.931,75.349,67.488,58.639,62.638,55.174,86.407,89.823,73.352,81.216,71.756,78.779,88.728,76.547,68.12,74.337,39.044,46.557,34.278,74.06,69.563,59.336,63.911,46.337,44.74,71.022,41.255,53.563,74.414,72.945,51.132,62.864,59.503,52.129,34.545,92.186,71.026,76.686,71.903,81.869,57.14,75.733,4.793,12.751,33.573,48.882,84.617,52.974,74.879,7.587,19.942,9.624,11.01,18.957,19.577,0.073,27.452,4.448,1.604,11.484,7.437,1.495,4.229,3.281,0.583,7.145,12.104,13.781,19.213,6.453,7.825,14.104,7.405,27.68,38.999,1.058,40.233,46.016,22.25,35.331,32.616,25.529,2.609,3.949,8.392,10.437,14.492,2.116,45.857,10.588,29.249,21.494,2.195,2.727,1.31,1.771,1.629,1.239,2.443,9.136,46.532,20.194,49.982,53.125,27.473,60.365,67.144,57.133,43.603,70.156,73.459,5.702,77.739
H04,3 years but less than 5 years,27377,64.889,74.918,81.346,72.89,81.763,58.177,79.878,74.183,37.41,53.792,28.068,72.778,89.093,81.185,76.675,55.607,71.977,79.67,83.017,75.336,86.119,83.64,68.318,79.512,82.637,70.165,69.265,72.105,41.722,86.644,83.202,75.443,65.768,53.806,60.191,52.927,82.589,87.933,70.667,78.31,70.253,77.063,88.636,74.564,63.948,70.599,36.542,43.976,31.723,69.71,65.029,54.759,57.584,40.946,40.278,66.8,37.881,51.068,68.283,67.312,51.01,57.096,54.107,48.229,36.108,90.564,69.333,74.023,70.01,79.936,63.518,71.908,5.945,13.044,32.529,48.482,88.804,59.702,71.621,9.921,19.299,12.435,12.878,16.937,17.528,0.111,25.535,3.985,1.808,15.203,9.114,3.063,4.133,3.284,0.849,5.978,15.092,16.236,18.524,6.716,8.712,13.541,6.518,27.881,39.487,1.177,39.066,45.963,24.979,37.847,33.558,26.871,3.827,5.004,10.639,13.331,15.055,2.775,42.096,11.623,32.84,25.74,3.762,2.451,1.099,2.325,1.944,1.226,2.367,8.58,43.897,17.341,44.899,59.284,33.301,58.475,65.316,56.516,42.856,68.402,71.584,6.046,76.697
H04,5 years but less than 10 years,30469,63.936,77.363,81.956,72.348,83.018,56.391,79.306,73.302,35.951,52.734,28.078,73.382,90.517,83.439,78.432,58.949,75.42,80.248,83.65,74.615,86.561,84.227,68.463,78.645,82.172,69.306,66.893,70.738,41.759,86.864,84.464,77.729,64.737,51.693,57.133,51.998,82.182,87.281,70.21,77.525,70.67,77.78,89.158,72.905,60.802,68.486,35.758,42.068,30.042,70.158,64.524,53.171,56.743,38.441,36.847,65.494,38.469,50.755,66.848,63.173,54.003,54.63,51.843,50.568,38.783,90.18,70.925,71.507,69.655,78.606,61.307,71.139,6.341,12.155,31.889,49.615,91.917,67.024,71.773,10.497,16.86,12.379,12.285,14.478,15.544,0.063,25.823,4.105,1.473,12.41,10.968,3.667,3.792,3.071,0.689,5.516,15.45,17.988,20.119,7.49,8.684,10.281,3.68,28.718,42.071,0.607,38.695,44.765,27.011,39.605,36.571,28.756,3.338,4.439,9.484,12.178,15.706,2.314,40.881,11.132,31.725,26.368,6.231,2.546,1.064,1.748,2.014,0.988,2.774,8.283,43.558,14.28,38.921,61.867,34.206,59.541,66.961,57.368,43.477,69.715,71.989,5.444,77.113
H04,10 years or more,141645,63.397,79.589,85.956,73.204,85.24,56.905,80.777,75.623,35.728,53.253,27.101,74.45,91.188,86.786,81.481,62.046,76.434,84.63,87.283,74.765,87.175,83.788,71.223,78.997,82.524,71.367,66.183,71.1,44.86,89.398,86.662,79.674,69.633,51.337,57.592,49.057,82.649,88.534,72.228,79.68,72.777,80.222,88.151,73.653,65.337,73.596,34.892,42.588,29.722,69.151,63.802,55.738,54.741,40.38,35.805,67.953,40.777,50.959,61.12,57.959,59.238,54.045,51.207,52.104,43.495,90.78,70.986,69.798,70.716,81.59,65.437,71.166,5.662,8.997,24.105,61.236,95.424,78.225,74.898,9.524,14.326,15.471,15.404,9.932,10.899,0.112,20.876,2.654,1.145,12.601,10.386,1.1,2.394,2.245,0.572,4.386,19.233,21.909,20.095,8.312,8.106,7.586,2.159,23.973,37.249,0.533,36.672,43.139,23.964,38.306,36.034,23.353,2.526,4.518,7.647,10.645,16.037,3.426,38.098,8.985,32.535,28.113,6.274,1.509,1.141,1.378,1.781,1.176,2.825,9.318,40.631,15.08,40.438,61.427,34.199,60.215,69.008,58.584,46.13,69.796,68.964,4.896,78.052
H05,Manager,86242,68.576,86.975,88.014,77.576,89.788,63.556,85.439,74.978,43.378,60.728,24.587,76.939,94.988,91.196,86.086,75.498,87.092,86.575,89.449,79.42,88.94,89.699,75.037,83.89,85.51,73.077,70.59,75.728,53.81,91.221,90.339,87.817,70.794,56.728,66.099,60.595,87.699,90.874,78.994,84.174,76.287,81.853,91.966,76.078,57.75,65.929,43.734,50.513,35.906,77.165,72.091,60.192,64.556,43.077,43.398,74.036,50.495,61.542,72.629,69.153,64.961,61.944,59.361,61.502,50.534,92.762,80.771,77.573,80.824,85.801,68.861,78.115,4.514,10.632,29.698,55.157,96.297,78.286,79.736,7.413,17.425,10.885,8.422,13.566,18.93,0.047,26.098,2.839,1.521,7.748,10.163,2.008,2.274,3.262,0.502,6.148,14.021,14.931,20.859,6.775,7.399,7.555,2.686,26.417,44.589,0.377,37.632,42.39,26.088,31.428,33.077,29.087,1.366,2.497,5.843,6.345,13.947,2.497,34.6,11.822,27.364,26.844,14.596,2.632,1.624,2.002,1.277,0.82,2.759,7.598,43.458,17.999,41.51,57.882,27.695,63.501,72.452,61.233,47.138,74.189,74.064,3.698,82.601
H05,Non-manager,177742,63.648,74.196,82.794,71.837,81.66,56.113,79.704,76.07,35.863,52.24,27.746,73.061,89.159,81.391,77.591,53.255,69.543,81.185,84.4,74.15,86.004,81.413,68.655,78.436,81.985,70.405,67.23,70.388,39.625,87.409,83.538,74.04,67.838,52.245,56.616,47.73,82.256,88.079,69.99,78.47,70.786,78.44,86.69,73.818,69.947,76.726,34.885,41.855,30.86,67.757,63.067,55.373,55.234,42.015,36.648,66.058,36.437,47.554,63.708,61.294,52.504,55.412,52.338,47.887,33.938,90.432,66.734,70.063,67.119,79.78,57.671,70.446,5.649,9.861,26.725,57.765,88.915,64.923,72.439,9.509,15.688,14.601,15.747,12.303,11.644,0.119,21.65,3.432,1.384,14.31,9.786,1.645,3.355,2.446,0.647,4.75,18.122,20.884,19.696,8.159,7.904,10.841,4.374,25.391,35.689,0.886,38.076,44.822,22.983,40.67,36.075,22.661,3.43,5.331,9.498,13.199,16.458,3.144,43.109,8.972,33.807,25.998,0.962,1.615,1.019,1.565,2.16,1.299,2.67,9.676,41.926,15.516,42.879,59.732,34.949,59.381,66.773,57.318,44.667,68.83,69.783,5.892,75.513
H06,Full-time,215226,65.829,79.122,84.321,74.064,84.23,59.38,81.624,75.358,38.554,55.62,26.563,74.399,91.402,84.687,80.722,62.198,76.57,82.691,85.95,76.237,86.817,84.589,70.787,80.525,83.443,71.622,69.087,72.611,44.862,88.23,85.588,78.886,68.535,54.551,60.534,53.884,84.131,88.725,73.392,80.237,72.788,79.47,88.864,74.54,65.033,71.438,38.244,44.736,32.692,71.607,66.683,57.148,59.213,42.47,39.64,68.84,42.056,52.891,68.038,65.275,56.908,58.302,55.442,52.624,39.261,91.191,72.439,72.872,72.442,81.627,61.198,73.31,5.219,10.224,27.863,56.694,91.002,68.652,74.465,8.671,17.086,10.887,12.914,14.263,15.194,0.108,25.618,3.699,1.57,12.462,10.618,1.446,3.349,3,0.699,6.038,16.618,14.14,21.441,8.14,8.021,10.475,3.997,26.637,39.662,0.784,38.366,44.949,24.824,38.105,35.322,26.149,2.667,4.136,8.354,10.73,15.477,2.835,40.322,10.518,31.333,26.634,5.539,2.101,1.278,1.973,2.02,1.156,2.796,8.954,42.497,16.257,41.751,59.27,32.775,60.577,67.993,58.358,45.876,71.236,71.815,5.333,77.807
H06,Part-time,47801,62.678,74.846,85.251,72.052,84.575,54.754,81.266,77.264,37.214,52.149,27.431,73.954,89.429,84.026,78.648,52.782,69.328,84.048,86.448,74.108,87.545,81.874,70.428,78.737,81.732,69.736,64.937,69.926,41.405,90.477,86.423,76.825,70.028,49.999,55.886,43.097,83.518,90.13,70.735,80.645,71.558,79.888,86.287,74.521,70.252,81.08,35.625,44.391,31.658,67.231,62.889,55.979,53.911,41.772,35.222,67.736,36.188,48.474,60.252,57.467,54.98,54.06,50.934,50.753,39.534,91.161,66.133,70.819,67.686,82.176,61.764,71.172,5.566,9.529,26.745,58.161,92.299,71.194,75.895,9.482,12.384,24.281,17.426,6.258,7.298,0.066,11.765,1.437,0.84,12.87,6.922,2.875,1.924,1.349,0.221,1.57,18.731,39.628,14.551,6.28,6.501,6.27,3.038,20.394,32.224,0.42,35.585,39.399,19.36,36.296,34.454,16.645,3.555,6.238,8.5,12.896,16.968,3.458,41.192,6.347,34.424,24.352,3.335,1.036,0.777,0.162,1.101,1.101,2.105,9.456,42.201,16.414,46.424,58.795,32.666,61.261,71.292,59.568,43.755,67.543,68.24,4.501,77.699
H06,Jobshare,998,67.563,84.399,88.076,77.303,89.412,60.504,85.588,77.422,43.564,63,24.402,77.543,94.483,90.562,84.036,70.523,82.312,85.972,90.18,80.804,88.643,88.182,76.459,83.819,84.538,71.645,69.688,74.648,54.628,92.184,90.452,85.571,67.803,52.457,64.96,56.914,86.774,91.767,78.794,84.97,78.257,82.146,91.968,80.101,59.497,72.59,43.373,49.447,37.914,79.116,74.472,61.284,67.337,48.646,43.287,78.313,53.119,61.323,69.308,69.517,61.167,62.412,59.337,67.803,54.463,93.086,78.736,78.593,76.382,85.843,70.512,81.269,4.133,13.407,35.383,47.077,93.636,76.768,83.063,9.629,15.789,20,4.211,4.211,14.737,0,17.895,2.105,0,7.368,5.263,6.316,0,3.158,0,1.053,10.526,41.053,8.421,6.316,6.012,8.475,3.39,27.119,33.898,0,35.593,40.678,22.034,32.203,25.424,23.729,1.695,1.695,5.085,16.949,6.78,5.085,35.593,8.475,32.203,20.339,8.475,3.39,1.695,1.695,0,0,8.475,8.475,49.153,18.644,45.763,50,21.429,67.608,78.607,64.105,41.574,73.568,76.234,2.525,85.312
H07,Permanent contract,244397,64.81,78.189,84.548,73.53,84.221,58.577,81.162,75.414,37.625,54.366,27.003,74.143,90.826,84.701,80.101,60.233,75.055,83.072,86.023,75.529,86.963,83.979,70.565,79.796,82.926,71.335,67.986,71.979,44.171,88.564,85.657,78.453,68.868,53.599,60.035,51.789,83.592,88.74,72.306,79.99,72.258,79.465,88.248,74.146,65.417,72.936,36.819,44.497,31.571,70.253,65.322,56.369,57.308,41.574,38.138,68.252,40.471,51.615,65.687,62.911,56.737,56.665,53.725,51.558,39.829,90.994,70.979,72.031,71.3,81.57,62.131,72.264,5.398,9.85,26.9,57.851,92.093,70.225,74.468,9.1,16.058,13.857,14.065,12.454,13.406,0.09,22.554,3.185,1.425,12.788,9.901,1.719,3.018,2.661,0.618,4.939,17.331,19.572,19.712,7.817,7.946,9.671,3.802,25.784,38.42,0.713,37.8,44.02,23.903,38.053,35.222,24.611,2.836,4.52,8.478,11.272,15.674,2.996,40.318,9.659,32.148,26.501,5.32,1.78,1.111,1.557,1.894,1.163,2.694,9.078,42.465,16.025,42.033,59.674,33.272,60.416,68.373,58.344,45.457,70.125,70.734,5.177,77.743
H07,Fixed-term contract,10332,72.48,80.108,85.214,77.053,85.387,63.015,86.623,79.886,48.968,63.813,23.028,76.62,93.694,82.862,84.07,63.17,76.655,82.907,87.513,80.694,86.771,85.795,74.422,85.28,86.02,73.205,75.007,75.872,47.469,89.571,87.174,79.42,72.651,59.316,60.94,59.098,88.879,91.688,80.351,85.527,77.388,81.671,89.684,80.068,73.23,77.234,49.5,52.217,45.161,78.352,74.876,65.333,70.925,54.317,49.262,75,48.48,57.472,81.147,78.362,57.883,71.186,68.728,61.233,33.382,92.956,74.884,79.411,74.803,84.656,50.84,81.279,3.43,10.805,34.551,51.215,81.058,54.072,78.599,5.842,19.833,7.833,6,16.167,17.833,0.333,31.5,5.167,1.5,7.5,10.5,2.167,3.667,3.5,0.5,8.833,12,13.5,25.5,6.667,5.894,12.376,5.776,25.083,38.779,1.485,40.759,45.05,25.908,34.488,33.333,25.908,1.485,2.475,6.436,8.086,15.512,1.98,44.316,14.827,25.371,22.241,3.295,2.801,2.306,3.789,1.318,1.153,2.965,7.908,42.998,22.504,49.668,46.346,19.923,64.076,71.444,61.511,44.373,75.948,77.126,5.617,78.476
H07,Loaned from other CS organisation,3389,66.167,83.455,80.555,75.035,87.785,58.156,84.868,72.994,42.848,61.227,24.457,75.8,94.627,87.112,82.227,68.154,85.115,77.886,83.264,79.693,89.007,90.175,69.956,85.415,84.858,69.142,69.374,73.505,39.012,90.316,88.715,84.377,65.839,55.065,59.26,52.336,89.752,91.871,79.355,78.487,72.327,73.891,88.051,75.48,62.145,66.106,44.934,47.454,36.189,81.34,75.303,58.412,70.308,44.112,39.745,70.79,49.231,61.525,74.963,68.719,45.328,61.395,58.664,64.944,35.617,92.651,81.547,75.561,74.801,78.96,75.672,83.284,6.461,20.451,44.665,28.423,97.038,68.41,79.764,7.056,21.339,10.46,10.879,19.665,25.941,0,33.473,5.439,1.255,7.113,7.531,2.51,3.347,2.51,0.837,12.552,12.134,10.879,22.176,4.184,6.023,11.5,3,23.5,44.5,0,40,52,35,34.5,35.5,31.5,3,4,5,7,13,1,33.498,14.286,24.138,31.034,6.897,14.778,3.448,5.911,0.985,0,2.463,6.404,43.842,17.91,46.535,62.376,32.584,60.783,69.454,57.918,39.828,71.885,74.608,5.061,82.525
H07,Temporary/agency worker,3452,69.489,72.714,82.643,71.343,80.238,51.519,83.271,82.851,38.272,60.354,24.57,75.015,90.922,75.356,79.616,52.44,65.246,80.51,84.758,75.949,82.291,75.969,68.401,81.212,81.555,64.111,68.375,68.303,47.008,88.486,82.739,69.478,65.342,51.222,44.532,44.835,85.623,89.776,74.993,82.628,77.826,83.488,91.71,82.315,78.86,82.86,44.693,29.111,40.992,73.324,70.569,63.129,66.25,56.582,48.882,72.04,41.946,50.567,72.888,72.416,50.902,66.162,63.367,56.758,30.099,94.349,64.354,76.083,69.738,82.021,45,76.75,3.966,14.144,32.808,49.081,66.05,49.342,74.129,5.338,10.87,3.804,10.326,20.652,11.957,0.543,21.196,3.804,0.543,7.609,10.326,1.087,6.522,3.804,0.543,4.348,5.435,13.587,34.239,13.043,5.019,16.763,2.312,28.324,34.682,0.578,41.618,38.728,13.873,35.26,33.526,21.965,2.312,3.468,5.78,6.936,19.075,2.312,57.647,7.647,31.176,14.706,0.588,1.176,2.353,2.353,0.588,0,2.941,6.471,41.279,20.482,54.971,49.419,14.085,62.179,68.669,60.269,48.757,75.007,74.092,5.557,73.161
H07,Contractor/freelancer,1565,73.787,88.195,84.601,77.689,88.64,40.631,92.008,83.618,51.559,66.982,19.826,79.764,97.38,89.635,89.884,74.712,89.379,80.511,88.676,82.372,90.18,91.715,77.372,89.673,90.314,68.38,69.91,72.523,44.894,90.141,89.437,86.308,48.518,38.258,37.735,38.04,93.662,94.615,89.981,89.757,78.631,84.65,96.6,81.935,78.86,81.038,60.052,43.256,51.357,78.937,75.771,69.859,72.867,52.953,56.547,76.607,53.668,65.533,78.819,77.828,62.524,73.02,70.573,69.379,39.577,96.097,82.522,80.72,80.18,88.732,37.709,83.409,1.684,11.593,47.215,39.508,68.109,47.994,81.053,2.559,7.692,5.128,0,2.564,15.385,0,23.077,2.564,0,2.564,10.256,2.564,2.564,0,0,5.128,7.692,15.385,38.462,7.692,3.197,8,0,16,46,0,26,34,14,20,34,18,4,4,6,0,18,2,32,14,26,24,2,0,4,14,2,0,0,12,38,16.327,44.898,42.857,26.316,74.183,79.231,68.83,53.659,83.291,78.539,2.951,80.461
H07,Secondee from outside CS,1204,68.319,87.537,85.216,77.407,87.818,56.395,90.518,76.98,53.021,62.7,22.292,78.218,97.01,89.85,86.667,76.559,87.625,82.309,88.123,81.478,90.532,90.333,74.668,88.372,87.365,71.488,72.538,75.291,42.062,90.864,88.03,84.622,66.168,51.836,53.034,54.75,93.35,94.767,85.738,88.196,75.249,78.387,90.635,76.206,69.16,72.176,57.31,51.003,50.669,78.037,77.326,65.25,70.657,41.563,40.667,74.833,49.709,66.028,72.924,72.879,50.708,62.313,61.014,63.591,35.72,95.432,83.042,80.5,83.111,88.206,31.667,86.851,2.19,16.175,41.618,40.017,79.212,51.425,83.657,4,12.5,8.333,4.167,0,14.583,0,18.75,2.083,4.167,6.25,6.25,4.167,4.167,4.167,0,16.667,14.583,12.5,20.833,4.167,3.159,10.526,7.895,21.053,36.842,0,50,47.368,23.684,26.316,31.579,39.474,0,2.632,10.526,2.632,7.895,5.263,21.053,13.158,31.579,18.421,0,5.263,10.526,0,7.895,2.632,2.632,10.526,42.105,23.684,44.737,55.263,18.75,70.333,76.731,65.972,50.75,81.515,81.349,3.339,82.377
H8B,Analysis,12833,65.529,82.237,82.677,76.015,87.721,61.751,85.607,76.151,41.709,58.212,24.386,74.268,92.08,86.28,81.537,66.315,84.987,80.639,84.714,78.508,90.981,89.339,70.048,84.51,86.33,73.164,69.923,76.279,40.896,90.351,88.653,84.165,68.201,56.537,64.432,57.749,88.797,92.093,79.067,82.465,74.458,78.033,87.565,73.669,68.067,75.096,42.976,47.932,34.215,76.332,70.948,56.979,62.506,42.317,39.068,72.454,45.783,57.422,67.257,70.157,52.57,58.11,55.269,57.835,39.064,93.819,80.12,73.969,71.921,82.587,59.984,78.694,4.44,11.922,38.266,45.372,92.358,59.931,76.848,6.596,18.268,11.032,11.862,13.642,17.794,0,23.606,3.084,1.779,10.439,7.236,2.966,2.61,2.135,0.237,6.88,13.405,16.37,18.98,5.457,5.379,10.044,4.221,23.144,38.137,0.582,37.991,39.884,25.91,33.916,34.498,28.239,2.62,3.057,6.696,9.607,15.138,2.183,38.484,14.286,31.195,27.259,3.79,2.624,1.458,1.312,0.875,0.583,2.77,8.017,42.587,17.647,46.706,55.474,33.106,59.244,66.132,57.28,43.599,70.475,73.537,5.513,80.634
